"STNDR_DAYHMINSEC","MSNT_GPS_LAT","MSNT_GPS_LONG","CCTV_LOCA_EXPLN","PM25_CTRN_MM3","PM10_CTRN_MM3","NO2_CTRN_PPM","O3_CTRN_PPM","CO_CTRN_PPM","SO2_CTRN_PPM","RRGMNT_WGS84_LAT","RRGMNT_WGS84_LONG","RRGMNT_UTMK_Y_CRDNT","RRGMNT_UTMK_X_CRDNT","RRGMNT_1ST_TLLBADD","RRGMNT_2ND_TLLBADD","RRGMNT_3RD_TLLBADD"
"20251106110502","35.182542","128.125233","남강제지 앞","7.0","11.0","0.01","0.021","1.187","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106094702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.181","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106103302","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","1.087","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106110003","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.042","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106101003","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.112","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115002","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.838","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120002","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.973","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115503","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.822","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106103702","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.936","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106095802","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.084","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106102502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.022","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106092402","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.238","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113402","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.895","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106102003","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.067","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106123302","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.611","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106104601","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.969","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111002","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.174","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106100902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.113","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106103601","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","0.951","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.133","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106102902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.994","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106121802","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.669","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120302","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","0.767","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106122702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.615","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106104202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.932","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106100502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.103","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106103002","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.067","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106092802","35.182542","128.125233","남강제지 앞","6.0","9.0","0.01","0.021","1.219","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106114502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.869","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106102302","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.022","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106123601","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.603","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113903","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.88","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106112702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.006","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106103102","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","1.127","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106105502","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","1.041","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.073","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106104002","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.935","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124002","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.592","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120802","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","0.735","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124902","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.518","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106112102","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.024","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106101502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.098","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111402","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.115","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106093302","35.182542","128.125233","남강제지 앞","6.0","9.0","0.01","0.021","1.259","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115102","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.824","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106104102","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.924","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106131101","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.385","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120402","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","0.76","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.01","0.021","0.883","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106105302","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","1.041","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113002","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.094","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106122902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.616","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106110202","35.182542","128.125233","남강제지 앞","7.0","11.0","0.01","0.021","1.186","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106132802","35.182542","128.125233","남강제지 앞","6.0","9.0","0.007","0.021","0.306","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106121101","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.717","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106130902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.401","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106114003","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.883","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106102702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.003","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106112503","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.04","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106093601","35.182542","128.125233","남강제지 앞","6.0","9.0","0.011","0.021","1.263","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106123402","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.606","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106110302","35.182542","128.125233","남강제지 앞","7.0","11.0","0.01","0.021","1.193","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106132202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.335","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120902","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","0.727","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106114202","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.873","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106105802","35.182542","128.125233","남강제지 앞","7.0","11.0","0.01","0.021","1.133","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113801","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.881","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106133902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.271","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111302","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.127","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106134602","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.244","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106122202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.64","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106131701","35.182542","128.125233","남강제지 앞","6.0","10.0","0.007","0.021","0.358","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106114802","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.836","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106103202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","1.166","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120503","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","0.766","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106095002","35.182542","128.125233","남강제지 앞","6.0","9.0","0.01","0.021","1.169","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106125303","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","0.496","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106110802","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","1.176","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106132502","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.328","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124302","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.56","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115902","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.795","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106110101","35.182542","128.125233","남강제지 앞","6.0","10.0","0.01","0.021","1.178","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106114902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.836","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106135602","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.252","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111601","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","1.087","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106140702","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.392","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106122502","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.635","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106133102","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.324","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115302","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.826","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106104902","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.987","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106123902","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.586","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106101202","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.103","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106131003","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.41","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106112203","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","1.031","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106133002","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.374","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124601","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.541","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106122602","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.617","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111502","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.123","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115202","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.829","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106141402","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.576","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113101","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.919","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106140802","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.417","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124403","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.553","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106140502","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.318","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115601","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.808","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106105402","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","1.056","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106131402","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.375","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106101601","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.088","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106140202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.301","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.902","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106134702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.242","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106130502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.449","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124503","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.56","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106112002","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","1.061","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.808","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106141503","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.546","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120702","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","0.742","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106143002","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.614","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124702","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.531","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106142202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.758","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106123702","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.596","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106111102","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","1.14","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106135502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.237","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106105202","35.182542","128.125233","남강제지 앞","7.0","11.0","0.01","0.021","1.025","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106141302","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.548","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106114402","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.865","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106135803","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.263","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106131502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.008","0.021","0.379","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124802","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.529","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106113202","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.904","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106121402","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.697","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106142601","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.907","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106123101","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.606","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106144702","35.182542","128.125233","남강제지 앞","8.0","13.0","0.008","0.021","0.829","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106125202","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","0.503","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106144402","35.182542","128.125233","남강제지 앞","8.0","13.0","0.007","0.021","0.819","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106124202","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.566","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106115802","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.803","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106140101","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.29","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106105702","35.182542","128.125233","남강제지 앞","7.0","11.0","0.01","0.021","1.113","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106145401","35.182542","128.125233","남강제지 앞","7.0","11.0","0.009","0.021","0.873","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106120102","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","0.781","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106140602","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.37","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106133702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.009","0.021","0.28","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106125601","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.489","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106114702","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.839","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106123003","35.182542","128.125233","남강제지 앞","6.0","10.0","0.009","0.021","0.687","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106143101","35.182542","128.125233","남강제지 앞","6.0","10.0","0.008","0.021","0.906","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106125102","35.182542","128.125233","남강제지 앞","7.0","11.0","0.008","0.021","0.511","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106151302","35.182542","128.125233","남강제지 앞","7.0","12.0","0.008","0.021","1.143","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
